asignatura	semestre	detalle	tipoBibliografia	copias	id	disponibilidad	carrera	
Geología Histórica	302	Sedimentological Impact|Sin año|Geological Society, London, Special Publications|Sin editorial	COMPLEMENTARIA	1	24950	1	geologia	
Geología Histórica	302	Hallam, A|1981|Facies Interpretation and Stratigraphic Record|Sin editorial	COMPLEMENTARIA	1	20723	1	geologia	
Geología Histórica	302	Langmuir, CH; Broecker, W|2012|How to Build a Habitable Planet: The History of Earth from the Big Bang to Humankind|Sin editorial	COMPLEMENTARIA	4	24660	1	geologia	
Geología Histórica	302	Murck, B; Skinner, B|1999|Geology Today: Understanding Our Planet|John Wiley & Sons	COMPLEMENTARIA	8	18366	1	geologia	
Geología Histórica	302	Nichols, G|1999|Sedimentology and Stratigraphy|2|Wiley-Blackwell	COMPLEMENTARIA	1	27804	1	geologia	
Geología Histórica	302	Poblet, J; Lisle, RJ|2011|Kinematic Evolution and Structural Styles of Fold-and-Thrust Belts|Geological Society, London, Special Publications	COMPLEMENTARIA	1	25021	1	geologia	
Geología Histórica	302	Reading, HG|1986|Sedimentary Environment and Facies|2|Blackwell	COMPLEMENTARIA	1	25943	1	geologia	
Geología Histórica	302	Stanley, SM|2009|Earth System History|3|W.H. Freeman and Company	COMPLEMENTARIA	2	24681	1	geologia	
Geología Histórica	302	Tarbuck, EJ; Lutgens, FK|2005|Ciencias de la Tierra: Una Introducción a la Geología Física|8|Pearson Education	COMPLEMENTARIA	3	25951	1	geologia	
Geología Histórica	302	Vecoli, M; Clément, G; Meyer-Berthaud, B|2010|The Terrestrialization Process: Modelling|Sin editorial	COMPLEMENTARIA	1	24949	1	geologia	
Geología Histórica	302	Wyllie, P|1971|The Dynamic Earth: Textbook in Geosciences|John Wiley & Sons	COMPLEMENTARIA	1	16250	1	geologia	
Geotectónica	302	Ranalli, C|1994|Geology of the Earth|Chapman and Hall	COMPLEMENTARIA	1	2920	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Arche, A|2010|Sedimentología: Del Proceso Físico a la Cuenca Sedimentaria|Consejo Superior de Investigaciones Científicas	OBLIGATORIA	8	25003	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Catuneanu, O|2006|Principles of Sequence Stratigraphy|Elsevier	OBLIGATORIA	2	25939	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Fritz, WJ; Moore, JN|1998|Basics of Physical Stratigraphy and Sedimentology|John Wiley	OBLIGATORIA	1	25967	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Hallam, A; Freeman, WH|1981|Facies Interpretation and the Stratigraphic Record|Sin editorial	OBLIGATORIA	1	20723	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Hedberg, HD|1980|Guía Estratigráfica Internacional: Guía para la Clasificación, Terminología y Procedimientos Estratigráficos|Reverté	OBLIGATORIA	1	26187	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Miall, AD|2010|The Geology of Stratigraphic Sequences|Springer	OBLIGATORIA	1	22464	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Nichols, G|1999|Sedimentology & Stratigraphy|Blackwell Science	OBLIGATORIA	1	27804	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Vera Torres, JA|1994|Estratigrafía: Principios y Métodos|Rueda	OBLIGATORIA	1	25959	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Davis, JC|1973|Statistics and Data Analysis in Geology|John Wiley & Sons	COMPLEMENTARIA	2	11135	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Rose, AW; Hawkes, HE; Webb, JS|1979|Geochemistry in Mineral Exploration|Academic Press	COMPLEMENTARIA	5	10406	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Einsele, G|2000|Sedimentary Basins: Evolution, Facies, and Sediment Budget|Springer-Verlag	COMPLEMENTARIA	4	22449	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Middleton, GV; Southard, JB|1984|Mechanics of Sediment Movement|SEPM Short Course Number 3	COMPLEMENTARIA	7	0	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Reineck, HE; Singh, IB|1973|Depositional Sedimentary Environments|Springer-Verlag	COMPLEMENTARIA	2	21437	1	geologia	
Estratigrafía y Análisis de Cuencas	302	Stow, DAV|2007|Sedimentary Rocks in the Field: A Colour Guide|Manson Publishing Ltd	COMPLEMENTARIA	2	24933	1	geologia	
Geofísica	302	Artur-Holmes, A|1980|Geología Física|Omega	OBLIGATORIA	13	2798	1	geologia	
Geofísica	302	Cantos-Figuerola, J|1974|Tratado de Geofísica Aplicada|Litoprint	OBLIGATORIA	1	2879	1	geologia	
Geofísica	302	Howell, BF|1962|Introducción a la Geofísica|Omega	OBLIGATORIA	6	2887	1	geologia	
Geofísica	302	Lozano, CL|1972|Introducción a la Geofísica|Paraninfo	OBLIGATORIA	2	2995	1	geologia	
Geofísica	302	Milton, BD|1961|Introducción a la Prospección Geofísica|Omega	OBLIGATORIA	6	302	1	geologia	
Geofísica	302	Mironov, VS|1977|Curso de Prospección Gravimétrica|Reverté	OBLIGATORIA	1	2427	1	geologia	
Geofísica	302	Parasnis, DS|1962|Principios de Geofísica Aplicada|Paraninfo	OBLIGATORIA	2	2890	1	geologia	
Petrogénesis avanzada	302	Francis, JT; Verhoogen, J|1963|Petrología Ígnea y Metamórfica|Omega	OBLIGATORIA	1	2924	1	geologia	
Petrogénesis avanzada	302	Winkler, H|1976|Petrogenesis of Metamorphic Rocks|Springer	OBLIGATORIA	2	2979	1	geologia	
Petrogénesis avanzada	302	Best, MG|1995|Igneous and Metamorphic Petrology|Blackwell Science	OBLIGATORIA	3	2637	1	geologia	
Petrogénesis avanzada	302	Winter, J|2010|An Introduction to Igneous and Metamorphic Petrology|Pearson, Prentice Hall	OBLIGATORIA	2	23914	1	geologia	
Petrogénesis avanzada	302	Yardley, BWD|1998|An Introduction to Metamorphic Petrology|Longman	OBLIGATORIA	2	11604	1	geologia	
Hidrogeología I 	401	Custodio, E; Llamas, R|2001|Hidrología Subterránea|Omega	OBLIGATORIA	10	25761	1	geologia	
Hidrogeología I 	401	Davis, S; Wiest, R|1971|Hidrogeología|Arial	OBLIGATORIA	1	17	1	geologia	
Geomorfología	401	Derruau, M|1991|Geomorfología|Editorial Ariel Geografía	OBLIGATORIA	1	2863	1	geologia	
Geomorfología	401	Muñoz-Jiménez, J|1993|Geomorfología General|Editorial Síntesis	OBLIGATORIA	1	2962	1	geologia	
Geomorfología	401	Martínez de Pinzón, E; Tello, B|1983|Atlas de Geomorfología|Alianza Editorial	OBLIGATORIA	1	2734	1	geologia	
Metodología de la investigación	401	Benton, MJ; Harper, DAT|2009|Introduction to Paleobiology and the Fossil Record|Wiley-Blackwell	OBLIGATORIA	5	26565	1	geologia	
Metodología de la investigación	401	Bold, HC; Alexopoulos, CJ; Delevoryas, T|1987|Morphology of Plants and Fungi|Harper and Row Publishers	OBLIGATORIA	1	21695	1	geologia	
Metodología de la investigación	401	Sues, HD; Fraser, NC|2010|Triassic Life on Land: The Great Transition|Columbia University Press	OBLIGATORIA	1	25015	1	geologia	
Metodología de la investigación	401	Vecoli, M; Clement, G; Meyer-Berthaud, B|2010|The Terrestrialization Process: Modelling Complex Interactions at the Biosphere-Geosphere Interface|Geological Society Publication	OBLIGATORIA	1	24949	1	geologia	
Metodología de la investigación	401	Jones, TP; Rowe, NP|1999|Fossil Plants and Spores: Modern Techniques|Geological Society Pub House	COMPLEMENTARIA	1	27766	1	geologia	
Metodología de la investigación	401	Willis, K; McElwain, J|2002|The Evolution of Plants|2|Oxford University Press	COMPLEMENTARIA	1	27157	1	geologia	
Paleobotánica	401	Benton, MJ; Harper, DAT|2009|Introduction to Paleobiology and the Fossil Record|Wiley-Blackwell	OBLIGATORIA	5	26565	1	geologia	
Paleobotánica	401	Bold, HC; Alexopoulos, CJ; Delevoryas, T|1987|Morphology of Plants and Fungi|Harper and Row Publishers	OBLIGATORIA	1	21695	1	geologia	
Paleobotánica	401	Sues, HD; Fraser, NC|2010|Triassic Life on Land: The Great Transition|Columbia University Press	OBLIGATORIA	1	25015	1	geologia	
Paleobotánica	401	Vecoli, M; Clement, G; Meyer-Berthaud, B|2010|The Terrestrialization Process: Modelling Complex Interactions at the Biosphere-Geosphere Interface|Geological Society Publication	OBLIGATORIA	1	24949	1	geologia	
Paleobotánica	401	Jones, TP; Rowe, NP|1999|Fossil Plants and Spores: Modern Techniques|Geological Society Pub House	COMPLEMENTARIA	1	27766	1	geologia	
Paleobotánica	401	Willis, K; McElwain, J|2002|The Evolution of Plants|2|Oxford University Press	COMPLEMENTARIA	1	27157	1	geologia	
Geología de campo I	402	Barnes, JW|1991|Basic Geological Mapping|John Wiley & Sons	OBLIGATORIA	1	26190	1	geologia	
Geología de campo I	402	McClay, KR|1987|The Mapping of Geological Structures|John Wiley & Sons	OBLIGATORIA	4	26189	1	geologia	
Geología Ambiental	402	Keller, EA|2011|Environmental Geology|Pearson	OBLIGATORIA	1	23912	1	geologia	
Geología Ambiental	402	Keller, EA; Blodgett, RH|2007|Riesgos Naturales: Procesos de la Tierra como Riesgos, Desastres y Catástrofes|Pearson	OBLIGATORIA	3	25561	1	geologia	
Geología Ambiental	402	Strahler, AN|1992|Geología Física|Omega	OBLIGATORIA	0	0	1	geologia	
Geología Ambiental	402	Cereceda, P; Errazuriz, A; Lagos, M|2011|Terremotos y Tsunamis en Chile|Origo Ediciones	OBLIGATORIA	61	3082	1	geologia	
Geología Económica	402	Peters, WC|1987|Exploration and Mining Geology|John Wiley	OBLIGATORIA	4	981	1	geologia	
Geología Económica	402	Laznicka, P|2010|Giant Metallic Deposits: Future Sources of Industrial Metals|Springer	COMPLEMENTARIA	2	23902	1	geologia	
Seminario de proyecto	402	Millán, A|1996|Evaluación y Factibilidad de Proyectos Mineros|Universitaria	OBLIGATORIA	13	7324	1	geologia	
Seminario de proyecto	402	Tamayo, M|1999|El Proceso de la Investigación Científica: Incluye Glosario y Manual de Evaluación de Proyectos|Limusa	OBLIGATORIA	1	12810	1	geologia	
Seminario de proyecto	402	Bunge, M|1989|La Investigación Científica: Su Estrategia y Filosofía|Omega	COMPLEMENTARIA	2	2921	1	geologia	
Seminario de proyecto	402	González, W|1990|Aspectos metodológicos de la investigación científica: un enfoque multidisciplinario|Universidad Autónoma de Madrid	COMPLEMENTARIA	5	5383	1	geologia	
Seminario de proyecto	402	Muñoz, I|2000|La investigación universitaria hacia el siglo XXI: propuestas y desafíos desde las regiones|Ediciones Universidad de Tarapacá	COMPLEMENTARIA	1	17408	1	geologia	
Hidroquímica y Geoquímica Ambiental	402	Misra, KC|2012|Introduction to Geochemistry: Principles and Applications|Wiley-Blackwell	OBLIGATORIA	2	23904	1	geologia	
Hidroquímica y Geoquímica Ambiental	402	Mackenzie, FT|2010|Our Changing Planet: An Introduction to Earth System Science and Global Environmental Change (4ª ed.)|Pearson	COMPLEMENTARIA	1	26653	1	geologia	
Hidroquímica y Geoquímica Ambiental	402	Custodio, E; Llamas, MR|1983|Hidrología subterránea|Omega	COMPLEMENTARIA	10	25761	1	geologia	
Hidroquímica y Geoquímica Ambiental	402	Custodio, E; Llamas, MR|1983|Hidrología subterránea|Omega	COMPLEMENTARIA	10	25761	1	geologia	
Exploraciones mineras	501	Bustillo Revuelta, M; López Jimeno, C|1996|Recursos minerales: topología, prospección, evaluación, explotación, mineralurgía, impacto ambiental|Mostoles	OBLIGATORIA	3	9850	1	geologia	
Exploraciones mineras	501	Chuvieco, E|1995|Fundamentos de teledetección espacial|RIALP	OBLIGATORIA	1	2972	1	geologia	
Exploraciones mineras	501	Dobrin, MB; Savit, CH|1988|Introduction to Geophysical Prospecting|McGraw-Hill	OBLIGATORIA	1	9077	1	geologia	
Exploraciones mineras	501	Fontboté, L; Amstutz, GC; Cardozo, M; Cedillo, E; Frutos, J|1990|Stratabound Ore Deposits in the Andes|Springer	OBLIGATORIA	1	2661	1	geologia	
Exploraciones mineras	501	Frutos, J; Oyarzún, R; Pincheira, M|1985|Geología y Recursos Minerales de Chile|Universidad de Concepción	OBLIGATORIA	4	2201	1	geologia	
Exploraciones mineras	501	Hartman, HL|1987|Introductory Mining Engineering|John Wiley & Sons	OBLIGATORIA	1	711	1	geologia	
Exploraciones mineras	501	Hartman, HL|1992|SME Mining Engineering Handbook|SME Portcity Press	OBLIGATORIA	2	373	1	geologia	
Exploraciones mineras	501	Koefoed, O|1979|Geosounding Principles: Methods in Geochemistry and Geophysics|Elsevier Scientific Publishing Company	OBLIGATORIA	2	21894	1	geologia	
Exploraciones mineras	501	Miguel, L de|1980|Geomagnetismo|Instituto Geográfico Nacional	OBLIGATORIA	1	9857	1	geologia	
Exploraciones mineras	501	Orche, E|2001|Manual de geología e investigación de yacimientos minerales|Carlos López Jimeno	OBLIGATORIA	1	21150	1	geologia	
Exploraciones mineras	501	Orellana, E|1972|Prospección Geoeléctrica en Corriente Continua|Paraninfo	OBLIGATORIA	2	2749	1	geologia	
Exploraciones mineras	501	Parasnis, DS|1975|Mining Geophysics|Elsevier Scientific Publishing Company	OBLIGATORIA	1	1011	1	geologia	
Exploraciones mineras	501	Peters, WC|1987|Exploration and Mining Geology|John Wiley & Sons	OBLIGATORIA	4	981	1	geologia	
Exploraciones mineras	501	Rose, AW; Hawkes, HE; Webb, JS|1979|Geochemistry in Mineral Exploration|Academic Press	OBLIGATORIA	5	10406	1	geologia	
Exploraciones mineras	501	Ruiz-Fuller, C; Peebles, LF|1988|Geología, Distribución y Génesis de los Yacimientos Metalíferos Chilenos|Universitaria	OBLIGATORIA	7	5349	1	geologia	
Exploraciones mineras	501	Sabins, FF|1997|Remote Sensing: Principles and Interpretation|Freeman	OBLIGATORIA	1	9081	1	geologia	
Exploraciones mineras	501	Sheriff, RE; Geldart, LP|1991|Exploración Sismológica, Vol. I: Historia, Teoría y Obtención de Datos|Noriega Limusa	OBLIGATORIA	2	12883	1	geologia	
Exploraciones mineras	501	Sheriff, RE; Geldart, LP|1991|Exploración Sismológica, Vol. II: Procesamiento e Interpretación de Datos|Noriega Limusa	OBLIGATORIA	2	12883	1	geologia	
Exploraciones mineras	501	Instituto de Ingenieros de Minas de Chile|1980|Minería de Cobres Porfídicos: Anales del Congreso Cincuentenario, 23-29 Nov.1980 (Vol. I, II, III)|SCL	COMPLEMENTARIA	3	1056	1	geologia	
Exploraciones mineras	501	Mirónov, VS|1977|Curso de Prospección Gravimétrica|Reverté	COMPLEMENTARIA	1	2427	1	geologia	
Geología de campo II	501	Barnes, JW|1991|Basic Geological Mapping|John Wiley & Sons	OBLIGATORIA	1	26190	1	geologia	
Geología de campo II	501	McClay, KR|1987|The Mapping of Geological Structures|John Wiley & Sons	COMPLEMENTARIA	4	26189	1	geologia	
Hidrogeología II 	501	Custodio, E; Llamas, R|2001|Hidrología Subterránea|Omega	OBLIGATORIA	10	25761	1	geologia	
Hidrogeología II 	501	Davis, S; Wiest, R|1971|Hidrogeología|Arial	OBLIGATORIA	1	17	1	geologia	
Geoestadística	501	Emery, X|2000|Geoestadística lineal|Universidad de Chile	OBLIGATORIA	1	17218	1	geologia	
Geotermia	501	Kruger, P; Otte, C (Eds)|1973|Geothermal Energy: Resources, Production, Simulation|Stanford University Press	NO INDICA	0	0	0	geologia	
Geología de minas	502	Hartman, HL|2002|Introductory Mining Engineering|John Wiley and Sons	OBLIGATORIA	1	711	1	geologia	
Geología de minas	502	Peters, W|1987|Exploration and Mining Geology|John Wiley and Sons	OBLIGATORIA	4	981	1	geologia	
Geología de minas	502	Emery, X|2000|Geoestadística lineal|Universidad de Chile	OBLIGATORIA	1	17218	1	geologia	
Geología de campo III	502	Strahler, AN|2004|Geología Física|Harper & Row Publishers	OBLIGATORIA	61	3082	1	geologia	
Geología de campo III	502	Barnes, JW|1991|Basic Geological Mapping|John Wiley & Sons	OBLIGATORIA	1	26190	1	geologia	
Geología de campo III	502	McClay, KR|1987|The Mapping of Geological Structures|John Wiley & Sons	OBLIGATORIA	4	26189	1	geologia	
Riesgos  geológicos	502	IGME|1987|Riesgos Geológicos|Instituto Geológico y Minero de España	OBLIGATORIA	6	2776	1	geologia	
Riesgos  geológicos	502	Keller, EA|2011|Environmental Geology|Pearson	OBLIGATORIA	1	23912	1	geologia	
Riesgos  geológicos	502	Keller, EA; Blodgett, RH|2007|Riesgos Naturales: Procesos de la Tierra como Riesgos, Desastres y Catástrofes|Pearson	OBLIGATORIA	3	25561	1	geologia	
Riesgos  geológicos	502	Strahler, AN|1992|Geología Física|Omega	OBLIGATORIA	61	3082	1	geologia	
Riesgos  geológicos	502	Cereceda, P; Errazuriz, A; Lagos, M|2011|Terremotos y Tsunamis en Chile|Origo	OBLIGATORIA	1	24035	1	geologia	
Ingeniería geológica	502	Hoek, E; Brown, ET|1980|Underground Excavations in Rock|Institution of Mining and Metallurgy	OBLIGATORIA	4	977	1	geologia	
Ingeniería geológica	502	Jaeger, JC; Cook, NGW|2008|Fundamentals of Rock Mechanics|Methuen	OBLIGATORIA	4	19681	1	geologia	
Ingeniería geológica	502	Juárez, E; Rodríguez, R|Mecánica de Suelos, Tomo I|Limusa	OBLIGATORIA	3	16946	1	geologia	
Ingeniería geológica	502	Lambe, TW; Witman, R|2004|Mecánica de Suelos|Limusa	OBLIGATORIA	3	14415	1	geologia	
Proyecto de titulación	502	Bunge, M|1989|La Investigación Científica: Su Estrategia y Filosofía|Siglo Veintiuno Editores	OBLIGATORIA	2	2921	1	geologia	
Proyecto de titulación	502	González, W|1990|Aspectos Metodológicos de la Investigación Científica: Un Enfoque Multidisciplinario|Universidad Autónoma de Madrid	OBLIGATORIA	5	5383	1	geologia	
Proyecto de titulación	502	Muñoz, I|2000|La Investigación Universitaria hacia el Siglo XXI: Propuestas y Desafíos desde las Regiones|Ediciones Universidad de Tarapacá	OBLIGATORIA	1	17408	1	geologia	
Práctica profesional	601	Lahee, F|1979|Geología Práctica|Omega	OBLIGATORIA	10	2964	1	geologia	
Práctica profesional	601	McClay, KR|1987|The Mapping of Geological Structures|John Wiley & Sons	OBLIGATORIA	4	26189	1	geologia	
Práctica profesional	601	Strahler, AN|2004|Geología Física|Harper & Row Publishers	OBLIGATORIA	61	3082	1	geologia	
Trabajo de titulación	601	Bunge, M|1989|La Investigación Científica: Su Estrategia y Filosofía|Siglo Veintiuno Editores	OBLIGATORIA	2	2921	1	geologia	
Trabajo de titulación	601	González, W|1990|Aspectos Metodológicos de la Investigación Científica: Un Enfoque Multidisciplinario|Universidad Autónoma de Madrid	OBLIGATORIA	5	8383	1	geologia	
Trabajo de titulación	601	Muñoz, I|2000|La Investigación Universitaria hacia el Siglo XXI: Propuestas y Desafíos desde las Regiones|Ediciones Universidad de Tarapacá	OBLIGATORIA	1	17408	1	geologia	
ÁLGEBRA I	0	Arenas, FD; Masjuan, TG; Villanueva, MF|Trigonometría y Geometría Analítica|Ediciones Universidad Católica de Chile	NO INDICA	1	17055	1	industrial	
ÁLGEBRA I	0	Swokowski, E|1988|Álgebra y Trigonometría con Geometría Analítica|512.13S979	NO INDICA	1	19335	1	industrial	
ÁLGEBRA I	0	Vance, E|1976|Álgebra y Trigonometría Moderna|F.E.I	NO INDICA	15	2688	1	industrial	
ÁLGEBRA I	0	Swokowski, E|1971|Álgebra Universitaria|CECSA	NO INDICA	1	2496	1	industrial	
ÁLGEBRA I	0	Mori, C|1970|Geometría Analítica en el Espacio|516.33M854	NO INDICA	1	14830	1	industrial	
ÁLGEBRA I	0	Cameron, EY|1960|Álgebra and Trigonometry|512.13C182	NO INDICA	2	2446	1	industrial	
ÁLGEBRA I	0	Sominskii, IS|1972|Método de la Inducción Matemática|Limusa – Wiley	NO INDICA	1	14875	1	industrial	
ÁLGEBRA I	0	Sobel, M|1996|Álgebra|Prentice Hall	NO INDICA	2	11373	1	industrial	
ÁLGEBRA I	0	Ayres, F|1969|Teoría y Problemas de Fundamentos de Matemáticas Superiores|McGraw Hill	NO INDICA	12	2697	1	industrial	
ÁLGEBRA I	0	Vance, E|1965|Álgebra y Trigonometría Moderna|Addison Wesley	NO INDICA	1	14561	1	industrial	
ÁLGEBRA I	0	Kindle, J|1970|Teoría y Problemas de Geometría Analítica Plana y del Espacio|McGraw Hill	NO INDICA	29	2978	1	industrial	
ÁLGEBRA I	0	Britton, J|1986|Álgebra y Trigonometría Contemporánea|Harla	NO INDICA	3	8916	1	industrial	
ÁLGEBRA II	0	Leon, SJ|Álgebra Lineal|Cecsa	NO INDICA	0	0	1	industrial	
ÁLGEBRA II	0	Palma Sanz, F; Vasquez, P; Ortega, P|Algebra Lineal|Prentice Hall	NO INDICA	0	0	1	industrial	
ÁLGEBRA II	0	Noble, B; Daniel, JW|1989|Álgebra Lineal Aplicada|Prentice Hall	NO INDICA	0	0	1	industrial	
ÁLGEBRA II	0	Hill, R|1997|Álgebra Lineal Elemental con Aplicaciones|Prentice Hall	NO INDICA	1	11291	1	industrial	
ÁLGEBRA II	0	Gerber, H|1992|Álgebra Lineal|Editorial Iberoamericana	NO INDICA	2	2652	1	industrial	
ÁLGEBRA II	0	Grossman, S|1988|Álgebra Lineal|Editorial Iberoamericana	NO INDICA	8	2647	1	industrial	
ÁLGEBRA II	0	Lang, S|1990|Introducción al Álgebra Lineal|Addison Wesley Iberoamericana	NO INDICA	1	2609	1	industrial	
ÁLGEBRA II	0	Lipschutz, S|1971|Teoría y Problemas de Álgebra Lineal|McGraw Hill	NO INDICA	36	2674	1	industrial	
CALCULO II	0	Larson, RE; Hostetler, RP|1989|Cálculo y Geometría Analítica|McGraw Hill	NO INDICA	118	15386	1	industrial	
CALCULO II	0	Thomas, GB; Finney, RL|1987|Cálculo con Geometría Analítica|Addison Wesley Iberoamericana	NO INDICA	7	2508	1	industrial	
CALCULO II	0	Granville, WA|1985|Cálculo Diferencial e Integral|Limusa	NO INDICA	5	2541	1	industrial	
CALCULO II	0	Leithold, L|1998|El Cálculo|Oxford University Press	NO INDICA	306	11253	1	industrial	
CALCULO II	0	Ayres, F|1980|Teoría y Problemas de Cálculo Diferencial e Integral|McGraw Hill	NO INDICA	37	2547	1	industrial	
CALCULO II	0	Ayres, F; Mendelson, E|1980|Teoría y Problemas de Cálculo Diferencial e Integral|McGraw Hill	NO INDICA	37	2547	1	industrial	
CALCULO II	0	Leithold, L|1998|Cálculo|Oxford University Press	NO INDICA	306	11253	1	industrial	
CALCULO II	0	Lehmann, CH|1984|Geometría Analítica|Uteha	NO INDICA	22	2509	1	industrial	
CALCULO II	0	Edwards, CH|1996|Cálculo con Geometría Analítica|Prentice Hall Hispanoamericana	NO INDICA	58	8640	1	industrial	
Geología General	0	Lahee, F|1979|Geología Práctica|Ediciones Omega	NO INDICA	10	2964	1	industrial	
Geología General	0	Williams, H; Turner, FJ; Gilbert, CM|1968|Petrografía|Ed. Continental	NO INDICA	10	3023	1	industrial	
Geología General	0	Press, F; Siever, R|1983|Earth|W.H. Freeman and Company	NO INDICA	1	8933	1	industrial	
Geología General	0	Watt, A|1986|Diccionario Ilustrado de la Geología|Editorial Everest	NO INDICA	0	0	1	industrial	
Geología General	0	Maresch, W; Medenbach, O; Trochim, HD|1990|Rocas|Blume	NO INDICA	1	14443	1	industrial	
Geología General	0	Strahler, A|1992|Geología Física|Omega Ediciones	NO INDICA	61	3082	1	industrial	
FISICA I	0	Tipler, PA|2002|Física para la Ciencia y la Tecnología Vol. I|Pearson Educación	NO INDICA	1	26037	1	industrial	
FISICA I	0	Giancoli, DC|2002|Física para Universitarios Vol. I|Pearson Educación	NO INDICA	129	18168	1	industrial	
FISICA I	0	Sears, F; Zemansky, M; Young, H; Freedman, R|1999|Física Universitaria Vol. I|Pearson Educación	NO INDICA	34	3074	1	industrial	
FISICA I	0	Halliday, D; Resnick, R; Krane, KS|1999|Física|CECSA	NO INDICA	106	2581	1	industrial	
FISICA I	0	Hewitt, P|Conceptos de Física|Limusa	NO INDICA	7	11927	1	industrial	
FISICA I	0	Alonso, M; Finn, E|2000|Física|Pearson Educación	NO INDICA	120	2374	1	industrial	
FISICA I	0	Serway, R; Faughn, J|2001|Física 5° Edición|Pearson Educación	NO INDICA	231	18152	1	industrial	
FISICA II	0	Serway, R; Faughn, J|2001|Física 5° Edición|Pearson Educación	NO INDICA	231	18152	1	industrial	
FISICA II	0	Alonso, M; Finn, E|2000|Física|Pearson Educación	NO INDICA	120	2374	1	industrial	
FISICA II	0	Hewitt, P|Conceptos de Física|Limusa	NO INDICA	7	11927	1	industrial	
FISICA II	0	Halliday, D; Resnick, R; Krane, KS|1999|Física|CECSA	NO INDICA	106	2581	1	industrial	
FISICA II	0	Sears, F; Zemansky, M; Young, H; Freedman, R|1999|Física Universitaria Vol. I|Pearson Educación	NO INDICA	105	22557 - 26672	1	industrial	
QUÍMICA I	0	Brown, LT; Le May, E; Bursten, EB|2004|Química: La Ciencia Central|9|Pearson Educación	NO INDICA	305	2701 - 26937 - 18151 - 22562	1	industrial	
QUÍMICA I	0	Rayner-Canham, G|2000|Química Inorgánica Descriptiva|2|Pearson Educación	NO INDICA	0	0	1	industrial	
QUÍMICA I	0	Moore, KJ; Wood, JS|2000|El Mundo de la Química|2|Addison Wesley Longman	NO INDICA	32	18153	1	industrial	
QUÍMICA I	0	Petrucci, R; Harwood, W|1999|Química General|7|Prentice-Hall Iberia	NO INDICA	22	8167	1	industrial	
QUÍMICA I	0	Brown, LT|1993|Química: La Ciencia Central|5|Prentice-Hall Hispanoamericana	NO INDICA	305	2701 - 26937 - 18151 - 22562	1	industrial	
QUÍMICA I	0	Chang, R|1992|Química|4|McGraw-Hill	NO INDICA	305	2701 - 26937 - 18151 - 22562	1	industrial	
QUÍMICA I	0	Mortimer, EC|1983|Química|Grupo Editorial Iberoamericana	NO INDICA	19	2588	1	industrial	
QUÍMICA I	0	Moore, J|1981|Química|McGraw-Hill	NO INDICA	9	2423	1	industrial	
QUÍMICA II	0	Brown, LT; Le May, E; Bursten, EB|2004|Química: La Ciencia Central|Pearson Education	NO INDICA	305	2701 - 26937 - 18151 - 22562	1	industrial	
QUÍMICA II	0	Rayner-Canham, G|2000|Química Inorgánica Descriptiva|Pearson Education	NO INDICA	0	0	1	industrial	
QUÍMICA II	0	Petrucci, R; Harwood, W|1999|Química General|Prentice-Hall Iberia	NO INDICA	32	0	1	industrial	
QUÍMICA II	0	Brown, LT|1993|Química: La Ciencia Central|Prentice-Hall Hispanoamericana	NO INDICA	305	2701 - 26937 - 18151 - 22562	1	industrial	
QUÍMICA II	0	Chang, R|1992|Química|McGraw-Hill	NO INDICA	62	6995 - 26597-28897	1	industrial	
QUÍMICA II	0	Mortimer, EC|1983|Química|Grupo Editorial Iberoamericana	NO INDICA	19	2588	1	industrial	
QUÍMICA II	0	Moore, J|1981|Química|McGraw-Hill	NO INDICA	9	2423	1	industrial	
TECNICAS DE COMUNICACION	0	Matzlawick, P|2002|¿Es Real la Realidad?|USA	NO INDICA	1	12196	1	industrial	
TECNICAS DE COMUNICACION	0	Chomsky, N|1986|Reflexiones Acerca del Lenguaje|México	NO INDICA	1	3974	1	industrial	
TECNICAS DE COMUNICACION	0	Serafín, MT|1994|Cómo Estudiar|Argentina	NO INDICA	0	0	1	industrial	
TECNICAS DE COMUNICACION	0	Mira, E; López, A|1980|Cómo Estudiar y Cómo Aprender|Argentina	NO INDICA	3	2111	1	industrial	
TECNICAS DE COMUNICACION	0	Turner, JC|1990|Redescubrir el Grupo Social|España	NO INDICA	2	16658	1	industrial	
CALCULO III	0	Leithold, L|1998|El Cálculo|Oxford University Press	NO INDICA	306	11253	1	industrial	
CALCULO III	0	Edwards, C; Penny, D|1996|Cálculo|Prentice Hall	NO INDICA	0	0	1	industrial	
CALCULO III	0	Thomas, GB; Finney, RL|1987|Cálculo en Varias Variables|Addison Wesley	NO INDICA	73	18169	1	industrial	
