17748	CG	CG	98
19335	CG	CG	122
9218	CG	CG	127
20214	CG	CG	257
20786	CG	CG	257
2494	CG	CG	306
14563	CG	CG	351
29118	CG	CG	351
550	CG	CG	351
726	CG	CG	351
691	CG	CG	360
765	CG	CG	370
21145	CG	CG	370
22643	CG	CG	370
9897	CG	CG	370
2109	CG	CG	457
2761	CG	CG	479
18160	CG	CG	550
21631	CG	CG	550
2385	CG	CG	550
2767	CG	CG	550
13942	CG	CG	550
13007	CG	CG	550
22677	CG	CG	550
18281	CG	CG	550
26198	CG	CG	691
783	CG	CG	726
13942	CG	CG	726
2813	CG	CG	726
4319	CG	CG	726
18281	CG	CG	726
127	CG	CG	726
127	CG	CG	726
9055	CG	CG	726
9862	CG	CG	726
2556	CG	CG	726
11006	CG	CG	726
11545	CG	CG	765
15132	CG	CG	783
15130	CG	CG	783
13715	CG	CG	791
21207	CG	CG	791
5331	CG	CG	791
23764	CG	CG	791
18363	CG	CG	791
7763	CG	CG	791
11346	CG	CG	791
18922	CG	CG	1017
24728	CG	CG	1082
8942	CG	CG	1235
783	CG	CG	1235
2866	CG	CG	1386
9035	CG	CG	1386
9055	CG	CG	1386
98	CG	CG	1386
122	CG	CG	1487
1017	CG	CG	1623
360	CG	CG	2109
306	CG	CG	2109
257	CG	CG	2109
370	CG	CG	2109
1082	CG	CG	2109
23159	CG	CG	2109
351	CG	CG	2109
1235	CG	CG	2116
10117	CG	CG	2207
14090	CG	CG	2207
11004	CG	CG	2207
791	CG	CG	2207
2395	CG	CG	2207
479	CG	CG	2207
1623	CG	CG	2207
98	CG	CG	2385
122	CG	CG	2395
2207	CG	CG	2395
20912	CG	CG	2395
457	CG	CG	2395
1386	CG	CG	2395
18660	CG	CG	2395
24731	CG	CG	2494
23971	CG	CG	2494
9100	CG	CG	2494
2116	CG	CG	2494
1487	CG	CG	2494
	CG	CG	2494
	CG	CG	2494
	CG	CG	2494
	CG	CG	2556
	CG	CG	2556
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2761
	CG	CG	2767
	CG	CG	2767
	CG	CG	2767
	CG	CG	2767
	CG	CG	2767
	CG	CG	2767
	CG	CG	2767
	CG	CG	2767
	CG	CG	2813
	CG	CG	2813
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	2866
	CG	CG	4319
	CG	CG	4319
	CG	CG	5331
	CG	CG	5331
	CT	CT	7763
	CT	CT	7763
	CG	CG	8942
	CG	CG	9035
	CG	CG	9035
	CG	CG	9035
	CG	CG	9035
	CG	CG	9035
	CG	CG	9035
	CG	CG	9035
	CG	CG	9055
	CG	CG	9055
	CG	CG	9055
	CG	CG	9055
	CG	CG	9055
	CG	CG	9055
	CG	CG	9055
	APU	APU	9100
	CG	CG	9218
	CG	CG	9218
	CG	CG	9218
	CG	CG	9218
	CG	CG	9218
	CG	CG	9218
	CG	CG	9218
	CG	CG	9218
	CG	CG	9218
	CG	CG	9862
	CG	CG	9862
	RE	RE	9897
	CG	CG	10117
	CG	CG	11004
	CG	CG	11004
	CG	CG	11006
	CG	CG	11006
	CG	CG	11346
	CG	CG	11545
	CG	CG	11545
	CG	CG	13007
	CG	CG	13715
	CG	CG	13715
	CG	CG	13715
	CG	CG	13942
	CG	CG	13942
	CG	CG	14090
	CG	CG	14090
	CG	CG	14090
	CG	CG	14563
	CG	CG	14563
	CG	CG	15130
	CG	CG	15132
	CG	CG	17748
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18160
	CG	CG	18281
	CG	CG	18281
	CG	CG	18281
	CG	CG	18281
	CG	CG	18281
	CG	CG	18281
	CG	CG	18281
	CG	CG	18281
	CT	CT	18363
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18660
	CG	CG	18922
	CG	CG	18922
	CG	CG	18922
	CG	CG	18922
	CG	CG	19335
	CH	CH	20214
	CG	CG	20786
	CG	CG	20786
	CG	CG	20912
	CG	CG	21145
	CG	CG	21145
	CG	CG	21207
	CG	CG	21207
	CG	CG	21631
	CG	CG	21631
	CG	CG	22643
	CG	CG	22643
	CG	CG	22643
	CG	CG	22677
	CG	CG	22677
	CG	CG	22677
	CG	CG	23159
	CG	CG	23764
	CG	CG	23764
	CG	CG	23764
	CG	CG	23764
	CG	CG	23764
	CG	CG	23764
	CG	CG	23971
	CG	CG	23971
	CG	CG	23971
	CG	CG	24728
	CG	CG	24731
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	26198
	CG	CG	29118
