PLANILLA DE NECESIDADES BIBLIOGRAFICAS 2022						
						
CARRERA:	TECNICO UNIVERSITARIO EN PREVENCIÓN DE RIESGOS					
						
						
ASIGNATURA	SEMESTRE	DETALLE DE BIBLIOGRAFÍA 	TIPO DE BIBLIOGRAFIA	CANTIDAD DE COPIAS	NRO DE BIB	Disponibilidad
Comprensión Oral y Escrita 		Fournier, M.C. (2004). Comunicación verbal. México: Thomson.	OBLIGATORIA	5	20870	1
Comprensión Oral y Escrita 		• Reyzábal, M. V., & Casanova, M. A. (2001). La comunicación oral y su didáctica. Madrid: La Muralla.	OBLIGATORIA	10	12042	1
Comprensión Oral y Escrita 		• Vallés, A. A. (1996). Comprensión lectora 1: Programa de técnicas cognitivas y metacoqnitivos para comprender textos escritos: Educacion Primaria, 1er y 2o. ciclos. Madrid; Escuela Española	OBLIGATORIA	2	11626	1
Comprensión Oral y Escrita 		• Verderber, R. F. (1999). Comunicación oral efectiva. México: lnternational Thomson.	OBLIGATORIA	3	22706	1
Matemática Aplicada 		Britton, J. R., & Bello, l. (January 01, 1986). Algebra y trigonometría contemporáneas.	OBLIGATORIA	3	8916	1
Matemática Aplicada 		• Swokowski, E. W., & Trigueros, M. (1989). Álgebra y trigonometría con geometría analítica. México: Grupo Edit. lberoamérica.	OBLIGATORIA	8	2567	1
Matemática Aplicada 		Miller, C. D., Heeren, V. E., & Hornsby, E. J. (2006). Matemáticas: Razonamiento y aplicaciones. México: Pearson.	COMPLEMENTARIA	2	22704	1
Gestión de La Informática 		jelen, B. (2010). Excel Macros y VBA. Madrid: Anaya Multimedia.	OBLIGATORIA	1	22931	1
Gestión de La Informática 		• Menchén, P. A. (2009). Tablas dinámicas en Excel 2007. México: Alfaomega.	OBLIGATORIA	3	22925	1
Gestión de La Informática 		• Hawley, D., & Hawley, R. (2004). Excel: Los mejores trucos. Madrid: Anaya Multimedia.	OBLIGATORIA	1	20743	1
Gestión de La Informática 		• Virginia Caccuri (2009). 101 secretos de Excel: la mejor guía de trucos y consejos. Argentina: Grami.	OBLIGATORIA	2	22697	1
Gestión de La Informática 		• Frye, C., & Scott, P. P. (2007). Microsoft O/fice Excel 2003 paso a paso. Madrid.	OBLIGATORIA	3	19430	1
Gestión de La Informática 		• Online Training Solutions, lnc. (2004). Microsoft O/fice Word 2003 paso a paso. Madrid: McGraw-Hill, lnteramericana de España.	OBLIGATORIA	22688	3	1
Gestión de La Informática 		Luque, C. M. J. (2001). Microsoft PowerPoint 2002: O/fice XP. Madrid: Anaya Multimedia. 	COMPLEMENTARIA	5	21010	1
Seguridad Industrial I 		González, E (2009). Ley de Prevención de riesgos laborales.Editorial Tecnos.	OBLIGATORIA	5	28718	1
Seguridad Industrial I 		• Mutual de Seguridad. Ley 16.744 (1968): establece normas sobre accidentes del trabajo y enfermedades profesionales.	OBLIGATORIA	0		0
Higiene Industrial I		Asensio, J. S. (2013). Química. Equilibrios químicos: Teoría, Ejercicios resueltos y prácticas. Editorial Visión Libros.	OBLIGATORIA	0		0
Legislación Aplicada		González, E (2009). Ley de Prevención de riesgos laborales. Editorial Tecnos.	OBLIGATORIA	5	28718	1
Legislación Aplicada		• Mutual de Seguridad. Ley 16.744 (1968): establece normas sobre accidentes del trabajo y enfermedades profesionales.	OBLIGATORIA	0		0
Taller I Identificación de Peligros		González, E (2009). Ley de Prevención de riesgos labora/es.Editorial Tecnos.	OBLIGATORIA	5	28718	1
Taller I Identificación de Peligros		• Mutual de Seguridad. Ley 16.744 (1968): establece normas sobre accidentes del trabajo y enfermedades profesionales.	NO INDICA	0		0
Inglés I 		UDA English Center. (2018). Material propio elaborado por académicos.	OBLIGATORIA	0		0
Inglés I 		• Hill, H. (2016). Diccionario Cambridge Pocket (lQil ed.). Cambridge, United Kingdom: Cambridge University Press.	COMPLEMENTARIA	20	28320	1
Inglés I 		• Marks, J. (2007). English Pronunciation in Use Elementary. Cambridge University Press.	COMPLEMENTARIA	2	28421	1
Inglés I 		"• McCarthy, M., McCarten, J., & Sandiford, H. (2014). ""Touchstone 1"" (2nd ed.). Cambridge University Press."	COMPLEMENTARIA	1	28297	1
Inglés I 		Murphy, R. (2015). English Grammar in Use Elementary. Cambridge University Press.	COMPLEMENTARIA	2	26240	1
Inglés I 		• Wilson, K. (2016). Smart Choice 1 (3rd ed.). Oxford University Press.	COMPLEMENTARIA	3	27243	1
Inglés I 		• Wilson, K., & Healy, T. (2016). Smart Choice Starter (3rd ed.). Oxford University Press. y prácticas. Editorial Visión Libros.	COMPLEMENTARIA	3	27243	1
Higiene Industrial I		Asensio, J. S. (2013). Química. Equilibrios químicos: Teoría, Ejercicios resueltos	OBLIGATORIA	0		0
Transporte, Carguío y Almacenamiento 		González, E (2009). Ley de Prevención de riesgos laborales. Editorial Tecnos.	OBLIGATORIA	5	28718	1
Transporte, Carguío y Almacenamiento 		• Mutual de Seguridad. Ley 16.744 (1968): establece normas sobre accidentes del trabajo y enfermedades profesionales.	OBLIGATORIA	0		0
Seguridad Industrial II 		González, E (2009). Ley de Prevención de riesgos laborales. Editorial Tecnos.	NO INDICA	5	28718	1
Seguridad Industrial II 		• Mutual de Seguridad. Ley 16.744 (1968): establece normas sobre accidentes del trabajo y enfermedades profesionales.	NO INDICA	0		0
Riesgos en Procesos Productivos 		González, E (2009). Ley de Prevención de riesgos laborales. Editorial Tecnos.	NO INDICA	5	28718	1
Riesgos en Procesos Productivos 		• Mutual de Seguridad. Ley 16.744 (1968): establece normas sobre accidentes del trabajo y enfermedades profesionales.	NO INDICA	0		0
Taller 11: Evaluación de Riesgos 		González, E (2009). Ley de Prevención de riesgos laborales. Editorial Tecnos.	NO INDICA	5	28718	1
Taller 11: Evaluación de Riesgos 		• Mutual de Seguridad. Ley 16.744 (1968): establece normas sobre accidentes del trabajo y enfermedades profesionales.	NO INDICA	0		0
