select distinct bib#, n_ckos from circ_longterm_with_item where  cko_date >= 17532 and cko_date <=19203 and  bib# in (	17748	110	1	1
	2509	311	23	10
	2933	18282	44	7
	2950	11253	45	1
	2977	18158	6	2
	19335	7921	15	0
	9218	10854	16	0
	20214	10854	39	0
	7320	10790	42	1
	26145	11253	22	1
	3082	18282	21	15
	20786	10110	15	0
	2963	25115	27	1
	18151	18152	59	28
	19480	11487	15	1
	2494	18280	53	0
	14563	18282	4	0
	2288	10695	2	3
	29118	3050	5	0
	24388	18168	24	1
	11253	20947	11	46
	18208	3082	9	5
	7849	10790	25	9
	550	3050	22	0
	726	18151	9	0
	691	2817	13	0
	765	2288	8	0
	21145	15113	36	0
	22643	18161	21	0
	10790	18168	18	14
	18152	18165	26	27
	18282	18280	73	38
	18168	2509	11	20
	2518	2518	42	14
	9897	18282	47	0
	2109	7849	17	0
	2761	18208	9	0
	2774	18165	29	2
	18160	18151	15	0
	10695	7921	18	2
	21631	7921	41	0
	2385	18988	5	0
	2767	11253	42	0
	18158	21952	9	5
	2728	18152	19	7
	2542	2728	89	3
	22557	18280	33	13
	7921	2817	10	27
	18161	15113	42	16
	22161	18152	16	6
	1445	18636	53	3
	18156	2542	22	4
	24810	21832	79	6
	2713	15113	39	2
	18170	1530	13	8
	2817	18162	31	8
	3050	18165	23	5
	13942	3082	12	0
	2965	18282	41	1
	190	11253	25	4
	10709	18170	9	1
	24714	15113	56	3
	22160	18151	12	8
	13007	22984	8	0
	1558	15113	53	2
	22677	15113	30	0
	18280	18165	40	19
	270	2374	3	2
	18281	22161	63	0
	2374	2814	7	9
	27788	2933	16	0
	21832	2542	8	3
	18374	1237	12	8
	2465	7849	29	4
	783	18165	17	0
	18988	18170	6	1
	18165	18162	25	26
	20883	20883	5	4
	2561	18282	12	1
	7576	18282	35	1
	2814	20883	28	8
	2677	18152	7	1
	3017	11253	51	4
	2813	7921	30	0
	7559	10854	25	2
	4319	22557	31	0
	18455	2509	14	1
	26871	18151	26	1
	11286	2288	11	1
	127	11253	31	0
	110	2977	6	1
	18162	18161	15	17
	15113	24714	2	34
	10110	18282	38	5
	22984	18280	67	1
	9055	1012	30	0
	311	11253	54	7
	198	22557	28	1
	11487	18162	19	1
	9862	18637	48	0
	2556	11253	28	0
	11006	2509	20	0
	11545	18152	13	0
	15132	7849	6	0
	15130	21832	73	0
	13715	19480	34	0
	21207	18208	6	0
	5331	18152	10	0
	23764	7849	9	0
	18363	10790	31	0
	7763	132	8	0
	11346	7921	27	0
	21952	10854	28	2
	22151	190	35	1
	20947	22161	66	6
	18922	15113	33	0
	11478	18151	23	1
	24728	26145	4	0
	23700	7921	50	1
	8942	1445	11	0
	20961	2465	4	1
	21228	15113	27	1
	10854	11253	34	29
	2866	18168	35	0
	18637	11253	11	7
	18636	2374	6	8
	1237	915	19	1
	27130	22557	34	4
	9035	2933	13	0
	98	18158	3	0
	1530	18151	6	2
	122	2817	2	0
	17705	2963	12	1
	1012	18165	20	1
	1017	18282	32	0
	360	27130	1	0
	306	3024	11	0
	257	18168	15	0
	370	22160	39	0
	330	10854	45	1
	1082	2465	7	0
	915	2542	14	4
	23159	2518	22	0
	351	132	11	0
	1235	7921	47	0
	45	10854	31	1
	10117	11253	48	0
	14090	7559	17	0
	11004	25115	13	0
	791	18282	18	0
	2395	10110	24	0
	479	18280	47	0
	7918	2288	3	1
	1623	2509	23	0
	10858	11253	37	2
	4742	18282	36	1
	27107	18152	14	1
	2207	18151	27	0
	132	10790	34	3
	9792	18161	22	1
	20912	7849	12	0
	11352	18168	16	1
	3024	24714	1	2
	25855	15113	54	1
	22632	15113	31	1
	457	18280	68	0
	1386	10854	17	0
	18660	18637	72	0
	24731	10488	5	0
	21947	18208	4	2
	23971	2774	2	0
	9100	10110	30	0
	1429	18170	7	3
	7324	18151	10	1
	2224	2518	37	1
	2116	18165	24	0
	1487	15113	51	0
	25115	7849	15	9
	10488	330	1	1
	22996	10790	40	0
		18158	4	
		7921	13	
		11253	20	
		18170	4	
		11478	5	
		18156	10	
		24810	8	
		10854	34	
		18374	61	
		18151	24	
		18165	18	
		18162	26	
		18168	13	
		3082	7	
		18156	13	
		18151	7	
		18170	10	
		198	2	
		18374	64	
		18165	21	
		18162	29	
		2728	58	
		18152	11	
		18282	39	
		18282	16	
		190	21	
		18282	56	
		21228	4	
		25115	15	
		18151	30	
		10790	37	
		15113	34	
		2814	10	
		2713	3	
		3017	6	
		18165	38	
		18165	61	
		18152	8	
		22557	32	
		18162	23	
		10854	37	
		18161	16	
		2814	16	
		22160	40	
		11253	40	
		11253	57	
		18636	62	
		1429	12	
		18162	6	
		3082	4	
		2817	8	
		18158	1	
		18151	4	
		7921	16	
		10854	54	
		11253	17	
		24810	11	
		18282	13	
		25115	18	
		15113	22	
		45	1	
		18152	22	
		2509	15	
		18162	17	
		15113	45	
		18151	18	
		7921	45	
		3082	10	
		7921	22	
		22557	23	
		18636	56	
		11253	46	
		18280	22	
		22160	31	
		18455	1	
		23700	4	
		10110	22	
		2817	14	
		11253	23	
		15113	28	
		25115	1	
		11253	43	
		2374	1	
		18282	7	
		10854	26	
		18168	27	
		3017	9	
		18151	1	
		24810	17	
		18152	28	
		3082	16	
		17748	16	
		22632	2	
		22557	29	
		22161	58	
		18152	5	
		18637	63	
		2509	12	
		2728	67	
		2933	11	
		18280	82	
		11253	29	
		18161	13	
		7921	42	
		22557	26	
		311	27	
		10790	23	
		10854	20	
		11253	49	
		11253	26	
		2518	20	
		18161	10	
		7576	1	
		1558	2	
		11253	3	
		915	11	
		18162	20	
		2728	73	
		2817	17	
		3082	13	
		18165	15	
		18637	60	
		7921	25	
		18151	21	
		18282	27	
		10854	23	
		25115	4	
		15113	25	
		18282	33	
		18162	14	
		18282	10	
		25115	21	
		2374	4	
		2561	3	
		18280	39	
		2518	23	
		7921	39	
		7849	18	
		27107	1	
		18152	25	
		3024	9	
		10790	43	
		27130	3	
		18151	19	
		20947	18	
		10854	32	
		11253	52	
		7921	31	
		18152	6	
		3082	19	
		10858	11	
		18161	14	
		24810	10	
		15113	6	
		18165	16	
		18165	39	
		2465	8	
		2933	17	
		22160	38	
		18374	59	
		18637	41	
		2817	6	
		18168	8	
		18151	2	
		2518	29	
		2509	21	
		2518	52	
		17705	28	
		11253	35	
		18168	34	
		18151	25	
		18165	19	
		18168	11	
		10854	49	
		15113	52	
		15113	29	
		18165	33	
		10790	32	
		24714	3	
		18280	66	
		18374	76	
		3050	15	
		18162	18	
		2977	4	
		18170	5	
		18152	29	
		18165	13	
		15113	49	
		15113	26	
		21832	66	
		2465	5	
		18165	36	
		22161	59	
		2374	7	
		7559	18	
		18162	21	
		2814	11	
		132	9	
		18636	60	
		11253	55	
		10854	29	
		22557	27	
		18152	3	
		311	10	
		190	13	
		18161	11	
		18151	22	
		11253	78	
		7921	48	
		18282	57	
		24810	13	
		10790	29	
		18282	11	
		15113	9	
		25115	20	
		2933	14	
		18151	5	
		22160	32	
		11253	32	
		27130	2	
		2509	24	
		18161	17	
		18152	9	
		11253	9	
		20883	41	
		22161	62	
		7324	4	
		18280	63	
		18208	2	
		10790	35	
		2728	79	
		3082	11	
		10709	9	
		18280	100	
		18280	77	
		18374	90	
		18282	5	
		18168	25	
		10854	55	
		2518	38	
		7320	8	
		311	22	
		11253	38	
		7918	22	
		20961	9	
		15113	23	
		18152	23	
		20883	35	
		7921	37	
		18282	28	
		10790	41	
		15113	20	
		10695	1	
		18156	19	
		21947	21	
		2518	18	
		18152	20	
		18161	28	
		10854	41	
		18165	27	
		11352	3	
		15113	43	
		18280	74	
		24810	16	
		11253	44	
		3082	8	
		18282	45	
		10854	58	
		18282	22	
		21952	7	
		11253	21	
		18151	16	
		3050	1	
		311	19	
		22557	18	
		11253	41	
		10854	35	
		7921	34	
		25855	5	
		1445	18	
		2728	88	
		11253	18	
		18282	25	
		18162	12	
		7849	16	
		18282	8	
		1530	6	
		20947	15	
		270	7	
		3082	5	
		311	25	
		1429	13	
		18161	8	
		18170	16	
		7921	40	
		18374	50	
		11253	24	
		18151	13	
		2518	32	
		18636	54	
		15113	17	
		18282	2	
		15113	40	
		10854	38	
		18152	17	
		18168	22	
		22557	1	
		18165	30	
		2713	1	
		7921	23	
		10854	24	
		7921	46	
		26871	1	
		18280	15	
		2518	24	
		18168	9	
		11253	30	
		18282	29	
		3050	4	
		2817	15	
		27130	4	
		18162	16	
		1445	7	
		2374	2	
		18282	52	
		915	15	
		3017	10	
		24388	53	
		2814	6	
		18151	17	
		18165	11	
		18282	46	
		18152	4	
		2509	13	
		3082	17	
		18161	12	
		2728	74	
		7921	20	
		7921	43	
		18282	6	
		22151	5	
		18161	29	
		18152	21	
		18168	26	
		10110	20	
		2814	20	
		15113	44	
		18374	71	
		2518	4	
		18162	13	
		22160	33	
		18637	62	
		1558	3	
		2677	1	
		18168	29	
		15113	41	
		3082	14	
		2965	2	
		11253	50	
		4742	3	
		11253	27	
		18152	47	
		10854	44	
		18165	28	
		18151	14	
		1429	5	
		915	9	
		2374	5	
		11253	47	
		18152	24	
		3017	13	
		18165	31	
		18168	23	
		15113	47	
		18165	14	
		18151	20	
		18280	78	
		190	31	
		22161	54	
		20947	13	
		18161	9	
		2950	1	
		18282	26	
		18168	40	
		2374	11	
		3082	3	
		18165	25	
		9792	12	
		18151	11	
		20947	10	
		18168	17	
		2509	22	
		18374	91	
		18152	15	
		15113	15	
		18162	24	
		15113	38	
		21947	22	
		311	14	
		10790	33	
		18161	23	
		18152	12	
		18161	20	
		18280	75	
		18637	56	
		7921	29	
		2774	1	
		10854	33	
		10854	10	
		15113	35	
		18282	23	
		11253	13	
		18162	10	
		270	2	
		11253	36	
		18282	37	
		11253	53	
		2374	8	
		7921	35	
		18636	49	
		7921	12	
		18151	8	
		2814	12	
		10854	50	
		2518	27	
		18282	40	
		11253	33	
		2224	2	
		22160	41	
		22557	33	
		18158	2	
		25115	14	
		18152	18	
		10858	15	
		18282	17	
		18636	66	
		3082	6	
		18280	72	
		2933	21	
		10854	36	
		20947	7	
		11253	19	
		11286	10	
		2518	33	
		18168	20	
		11253	39	
		11253	16	
		7849	11	
		15113	32	
		10854	30	
		22160	47	
		22557	39	
		18636	46	
		18282	3	
		10854	53	
		18170	8	
		2814	9	
		22557	16	
		10790	36	
		18208	11	
		18280	95	
		18168	37	
		7921	32	
		18156	14	
		2933	15	
		18151	28	
		18165	22	
